playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,3.97,1.01,15.85,1.27,0.81,1.77,1.09,0.40,275.91800000000006,277.97066666666655,0.0
AI3 PiecePos-Analyzing_5,4.08,1.02,16.00,1.32,0.80,1.83,1.10,0.40,278.89599999999996,277.97066666666655,0.0
AI3 PiecePos-Analyzing_13,3.93,1.00,15.87,1.29,0.80,1.84,1.09,0.40,276.156,277.97066666666655,0.0
AI3 PiecePos-Analyzing_9,3.95,0.98,15.71,1.29,0.82,1.82,1.12,0.40,273.68500000000006,277.97066666666655,0.0
AI3 PiecePos-Analyzing_2,3.98,1.02,16.07,1.28,0.80,1.81,1.08,0.41,279.52599999999995,277.97066666666655,0.0
AI3 PiecePos-Analyzing_3,3.93,1.02,16.22,1.30,0.78,1.83,1.12,0.40,281.79600000000005,277.97066666666655,0.0
AI3 PiecePos-Analyzing_1,3.94,0.98,15.72,1.28,0.82,1.83,1.07,0.39,273.743,277.97066666666655,0.0
AI3 PiecePos-Analyzing_11,4.08,1.00,16.35,1.27,0.81,1.78,1.07,0.40,284.33600000000007,277.97066666666655,1.0
AI3 PiecePos-Analyzing_12,3.92,1.01,15.92,1.31,0.80,1.84,1.12,0.41,276.989,277.97066666666655,0.0
AI3 PiecePos-Analyzing_10,4.05,1.00,16.21,1.29,0.80,1.82,1.10,0.41,282.07099999999997,277.97066666666655,0.0
AI3 PiecePos-Analyzing_6,3.99,0.99,15.88,1.32,0.78,1.84,1.07,0.39,276.54300000000006,277.97066666666655,0.0
AI3 PiecePos-Analyzing_7,3.95,0.99,15.99,1.27,0.79,1.79,1.09,0.40,278.06200000000007,277.97066666666655,0.0
AI3 PiecePos-Analyzing_8,4.00,1.01,15.61,1.28,0.82,1.80,1.10,0.41,272.26399999999995,277.97066666666655,0.0
