playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,4.06,1.01,16.33,1.28,0.87,1.01,1.07,0.39,283.233,277.59812807881724,1.0
AI3 PiecePos-Analyzing_31,3.94,1.01,16.38,1.27,0.86,1.02,1.08,0.41,283.5609999999999,277.59812807881724,0.0
AI3 PiecePos-Analyzing_16,3.92,0.99,15.82,1.28,0.85,1.02,1.12,0.40,274.54600000000005,277.59812807881724,0.0
AI3 PiecePos-Analyzing_5,3.91,0.99,16.23,1.28,0.89,0.99,1.08,0.40,281.024,277.59812807881724,0.0
AI3 PiecePos-Analyzing_26,3.94,1.00,16.10,1.29,0.88,1.02,1.12,0.40,279.1530000000001,277.59812807881724,0.0
AI3 PiecePos-Analyzing_25,3.91,0.99,15.78,1.33,0.87,0.99,1.08,0.41,273.877,277.59812807881724,0.0
AI3 PiecePos-Analyzing_24,4.08,0.98,16.34,1.30,0.89,0.99,1.13,0.41,283.539,277.59812807881724,1.0
AI3 PiecePos-Analyzing_15,3.99,1.01,15.69,1.29,0.86,1.02,1.11,0.39,272.772,277.59812807881724,0.0
AI3 PiecePos-Analyzing_13,4.04,0.98,16.05,1.30,0.87,1.01,1.11,0.40,278.71700000000004,277.59812807881724,0.0
AI3 PiecePos-Analyzing_29,3.95,1.00,16.01,1.33,0.85,0.99,1.09,0.41,277.72200000000004,277.59812807881724,0.0
AI3 PiecePos-Analyzing_22,4.06,0.99,16.08,1.32,0.86,1.01,1.09,0.39,279.279,277.59812807881724,0.5
AI3 PiecePos-Analyzing_9,4.04,1.02,15.92,1.30,0.86,1.02,1.13,0.40,276.70099999999996,277.59812807881724,0.5
AI3 PiecePos-Analyzing_2,3.96,0.98,16.29,1.27,0.87,0.98,1.12,0.40,282.1790000000001,277.59812807881724,0.0
AI3 PiecePos-Analyzing_32,4.02,0.98,16.11,1.30,0.86,1.02,1.08,0.40,279.566,277.59812807881724,1.0
AI3 PiecePos-Analyzing_20,4.07,1.01,15.72,1.33,0.88,1.02,1.11,0.39,273.64,277.59812807881724,1.0
AI3 PiecePos-Analyzing_17,4.08,1.01,15.80,1.28,0.88,1.01,1.09,0.40,274.867,277.59812807881724,1.0
AI3 PiecePos-Analyzing_21,3.93,1.01,16.30,1.31,0.88,1.01,1.11,0.39,282.324,277.59812807881724,0.0
AI3 PiecePos-Analyzing_3,3.97,1.00,15.79,1.30,0.85,0.99,1.10,0.40,274.25,277.59812807881724,0.0
AI3 PiecePos-Analyzing_1,4.09,0.98,16.18,1.28,0.87,1.00,1.09,0.40,280.939,277.59812807881724,0.0
AI3 PiecePos-Analyzing_18,4.09,1.01,16.37,1.27,0.87,0.98,1.11,0.39,283.9940000000001,277.59812807881724,1.0
AI3 PiecePos-Analyzing_11,4.03,1.02,15.67,1.30,0.88,1.01,1.11,0.41,272.649,277.59812807881724,0.0
AI3 PiecePos-Analyzing_23,4.07,1.00,16.05,1.28,0.87,0.98,1.11,0.41,278.80500000000006,277.59812807881724,0.5
AI3 PiecePos-Analyzing_14,4.00,0.99,16.17,1.32,0.88,1.01,1.10,0.39,280.50600000000003,277.59812807881724,0.5
AI3 PiecePos-Analyzing_19,4.06,0.99,15.65,1.32,0.85,1.00,1.08,0.41,272.378,277.59812807881724,0.0
AI3 PiecePos-Analyzing_12,4.01,1.02,16.08,1.32,0.89,1.02,1.10,0.39,279.15399999999994,277.59812807881724,1.0
AI3 PiecePos-Analyzing_28,4.08,1.02,16.23,1.33,0.87,1.02,1.12,0.41,281.861,277.59812807881724,1.0
AI3 PiecePos-Analyzing_30,4.00,1.00,15.73,1.28,0.88,0.99,1.11,0.39,273.415,277.59812807881724,0.5
AI3 PiecePos-Analyzing_10,3.97,0.98,15.68,1.29,0.87,0.98,1.10,0.41,272.46700000000004,277.59812807881724,0.0
AI3 PiecePos-Analyzing_6,4.03,0.98,15.71,1.30,0.89,1.02,1.12,0.39,273.27000000000004,277.59812807881724,1.0
AI3 PiecePos-Analyzing_7,4.10,1.01,16.15,1.29,0.86,0.99,1.09,0.41,280.528,277.59812807881724,0.5
AI3 PiecePos-Analyzing_27,4.03,1.02,16.26,1.30,0.86,1.02,1.08,0.39,282.042,277.59812807881724,0.0
AI3 PiecePos-Analyzing_8,3.97,1.01,15.71,1.31,0.86,0.98,1.08,0.41,272.97299999999996,277.59812807881724,0.0
