playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,3.96,0.99,15.85,1.32,0.20,1.02,1.09,0.41,274.689,277.34306000000026,0.0
AI3 PiecePos-Analyzing_31,3.90,1.01,16.07,1.30,0.20,0.99,1.11,0.39,277.94700000000006,277.34306000000026,0.0
AI3 PiecePos-Analyzing_33,3.94,0.99,16.07,1.30,0.20,0.99,1.12,0.40,278.1020000000001,277.34306000000026,0.0
AI3 PiecePos-Analyzing_16,3.92,0.98,15.73,1.31,0.20,0.98,1.11,0.40,272.5640000000001,277.34306000000026,0.0
AI3 PiecePos-Analyzing_5,4.05,0.98,16.15,1.28,0.20,1.01,1.13,0.40,279.817,277.34306000000026,1.0
AI3 PiecePos-Analyzing_26,4.00,1.00,16.12,1.28,0.20,1.02,1.13,0.40,279.16700000000003,277.34306000000026,0.0
AI3 PiecePos-Analyzing_25,4.10,1.01,15.81,1.28,0.20,1.01,1.10,0.39,274.57,277.34306000000026,1.0
AI3 PiecePos-Analyzing_24,3.93,0.98,16.26,1.30,0.20,1.02,1.08,0.39,281.074,277.34306000000026,0.0
AI3 PiecePos-Analyzing_15,3.97,0.99,16.35,1.28,0.20,1.01,1.12,0.41,282.70000000000005,277.34306000000026,0.0
AI3 PiecePos-Analyzing_13,3.99,0.98,16.08,1.29,0.20,1.01,1.10,0.40,278.437,277.34306000000026,0.0
AI3 PiecePos-Analyzing_29,3.95,1.01,16.07,1.28,0.20,1.01,1.12,0.41,278.16,277.34306000000026,0.0
AI3 PiecePos-Analyzing_22,4.04,0.98,15.91,1.33,0.20,0.99,1.11,0.40,275.96000000000004,277.34306000000026,1.0
AI3 PiecePos-Analyzing_9,3.97,0.99,15.60,1.32,0.20,0.98,1.11,0.39,270.70300000000003,277.34306000000026,0.0
AI3 PiecePos-Analyzing_2,3.93,0.99,15.81,1.33,0.20,1.01,1.12,0.41,273.96500000000003,277.34306000000026,0.0
AI3 PiecePos-Analyzing_32,3.94,1.01,16.29,1.31,0.20,0.98,1.07,0.40,281.59000000000003,277.34306000000026,0.0
AI3 PiecePos-Analyzing_20,3.92,1.02,16.38,1.29,0.20,1.02,1.08,0.39,282.981,277.34306000000026,0.0
AI3 PiecePos-Analyzing_17,4.07,1.02,15.88,1.31,0.20,0.99,1.10,0.39,275.599,277.34306000000026,0.0
AI3 PiecePos-Analyzing_21,3.91,1.01,15.61,1.32,0.20,0.98,1.12,0.40,270.6580000000001,277.34306000000026,0.0
AI3 PiecePos-Analyzing_3,3.97,0.98,15.82,1.27,0.20,1.01,1.12,0.41,274.19700000000006,277.34306000000026,0.0
AI3 PiecePos-Analyzing_1,3.96,1.00,15.72,1.32,0.20,0.99,1.08,0.39,272.57000000000005,277.34306000000026,1.0
AI3 PiecePos-Analyzing_18,4.09,1.02,15.73,1.32,0.20,1.02,1.10,0.39,273.322,277.34306000000026,1.0
AI3 PiecePos-Analyzing_11,3.98,0.98,16.06,1.27,0.20,1.00,1.10,0.41,278.04499999999996,277.34306000000026,0.0
AI3 PiecePos-Analyzing_23,4.03,1.00,15.72,1.31,0.20,0.98,1.08,0.40,272.831,277.34306000000026,0.0
AI3 PiecePos-Analyzing_14,3.97,1.02,16.15,1.32,0.20,1.00,1.09,0.40,279.535,277.34306000000026,0.0
AI3 PiecePos-Analyzing_19,3.93,1.00,16.00,1.30,0.20,0.99,1.09,0.39,276.9150000000001,277.34306000000026,0.0
AI3 PiecePos-Analyzing_12,3.94,1.02,16.16,1.28,0.20,1.02,1.07,0.40,279.5210000000001,277.34306000000026,0.5
AI3 PiecePos-Analyzing_28,3.91,1.02,15.82,1.31,0.20,1.00,1.07,0.40,273.9800000000001,277.34306000000026,0.0
AI3 PiecePos-Analyzing_30,3.92,1.00,16.23,1.31,0.20,1.02,1.09,0.40,280.60200000000003,277.34306000000026,0.0
AI3 PiecePos-Analyzing_10,4.06,1.00,16.21,1.31,0.20,1.01,1.12,0.40,280.86500000000007,277.34306000000026,1.0
AI3 PiecePos-Analyzing_6,4.07,1.02,16.12,1.31,0.20,1.02,1.12,0.39,279.49100000000004,277.34306000000026,1.0
AI3 PiecePos-Analyzing_7,4.05,1.00,16.15,1.30,0.20,0.99,1.12,0.40,279.83200000000005,277.34306000000026,0.0
AI3 PiecePos-Analyzing_27,3.94,0.98,16.25,1.32,0.20,1.01,1.08,0.39,280.97,277.34306000000026,0.0
AI3 PiecePos-Analyzing_8,3.97,1.00,15.86,1.33,0.20,0.98,1.11,0.41,274.894,277.34306000000026,0.0
